sectionId,family,ediDesignation,manualLabel,sourceId,sourceRevision,weightPerLength,nativeUnitSystem,A,Ix,Zx,Sx,rx,Iy,Zy,Sy,ry,J,T_F,d,ddet,bf,bfdet,tw,twdet,twdet_2,tf,tfdet,kdes,kdet,k1,T,WGi,WGo,Cw,Wno,Sw1,Qf,Qw,rts,ho,PA,PB,PC,PD
AISC-W-W30X90,W,W30X90,W30X90,AISC-SHAPES,16.0,90,US_CUSTOMARY,26.3,3610,283,245,11.7,115,34.7,22.1,2.09,2.84,false,29.5,29.5,10.4,10.375,0.47,0.5,0.25,0.61,0.625,1.26,1.875,1.4375,25.75,5.5,,24000,75.1,119,43.7,139,2.6,28.9,88.1,98.5,69.4,79.8
AISC-W-W30X99,W,W30X99,W30X99,AISC-SHAPES,16.0,99,US_CUSTOMARY,29,3990,312,269,11.7,128,38.6,24.5,2.1,3.77,false,29.7,29.625,10.5,10.5,0.52,0.5,0.25,0.67,0.6875,1.32,2,1.5,25.75,5.5,,26800,76.2,134,48.5,154,2.62,29,88.7,99.2,69.9,80.4
AISC-W-W33X118,W,W33X118,W33X118,AISC-SHAPES,16.0,118,US_CUSTOMARY,34.7,5900,415,359,13,187,51.3,32.6,2.32,5.3,false,32.9,32.875,11.5,11.5,0.55,0.5625,0.3125,0.74,0.75,1.44,2,1.5,28.875,5.5,,48300,92.5,197,65.1,205,2.89,32.2,97.5,109,77.3,88.8
AISC-W-W33X130,W,W33X130,W33X130,AISC-SHAPES,16.0,130,US_CUSTOMARY,38.3,6710,467,406,13.2,218,59.5,37.9,2.39,7.37,false,33.1,33.125,11.5,11.5,0.58,0.5625,0.3125,0.855,0.875,1.56,2.125,1.5,28.875,5.5,,56600,92.7,228,75.3,230,2.94,32.2,98.5,110,77.7,89.2
AISC-W-W33X141,W,W33X141,W33X141,AISC-SHAPES,16.0,141,US_CUSTOMARY,41.5,7450,514,448,13.4,246,66.9,42.7,2.43,9.7,false,33.3,33.25,11.5,11.5,0.605,0.625,0.3125,0.96,0.9375,1.66,2.1875,1.5,28.875,5.5,,64400,93,257,84.6,253,2.98,32.3,98.5,110,78.1,89.6
AISC-W-W33X152,W,W33X152,W33X152,AISC-SHAPES,16.0,152,US_CUSTOMARY,44.9,8160,559,487,13.5,273,73.9,47.2,2.47,12.4,false,33.5,33.5,11.6,11.625,0.635,0.625,0.3125,1.06,1.0625,1.76,2.3125,1.5,28.875,5.5,,71700,94.1,289,94.3,278,3.01,32.4,99.4,111,78.6,90.2
AISC-W-W33X169,W,W33X169,W33X169,AISC-SHAPES,16.0,169,US_CUSTOMARY,49.5,9290,629,549,13.7,310,84.4,53.9,2.5,17.7,false,33.8,33.875,11.5,11.5,0.67,0.6875,0.375,1.22,1.25,1.92,2.4375,1.5625,28.875,5.5,,82400,93.7,329,108,311,3.03,32.6,99.5,111,79.1,90.6
AISC-W-W33X201,W,W33X201,W33X201,AISC-SHAPES,16.0,201,US_CUSTOMARY,59.1,11600,773,686,14,749,147,95.2,3.56,20.8,false,33.7,33.625,15.7,15.75,0.715,0.6875,0.375,1.15,1.125,1.94,2.4375,1.5625,28.875,5.5,3,198000,128,577,140,382,4.21,32.6,111,127,83.1,98.8
AISC-W-W33X221,W,W33X221,W33X221,AISC-SHAPES,16.0,221,US_CUSTOMARY,65.3,12900,857,759,14.1,840,164,106,3.59,27.8,false,33.9,33.875,15.8,15.75,0.775,0.75,0.375,1.28,1.25,2.06,2.5,1.625,28.875,5.5,3,224000,129,647,156,423,4.25,32.6,112,128,83.6,99.4
AISC-W-W33X241,W,W33X241,W33X241,AISC-SHAPES,16.0,241,US_CUSTOMARY,71.1,14200,940,831,14.1,933,182,118,3.62,36.2,false,34.2,34.125,15.9,15.875,0.83,0.8125,0.4375,1.4,1.375,2.19,2.6875,1.625,28.875,5.5,3,251000,130,726,173,467,4.29,32.8,113,129,84.3,100
AISC-W-W33X263,W,W33X263,W33X263,AISC-SHAPES,16.0,263,US_CUSTOMARY,77.4,15900,1040,919,14.3,1040,202,131,3.66,48.7,false,34.5,34.5,15.8,15.75,0.87,0.875,0.4375,1.57,1.5625,2.36,2.8125,1.625,28.875,5.5,3,281000,130,807,193,515,4.31,32.9,113,129,84.8,101
AISC-W-W33X291,W,W33X291,W33X291,AISC-SHAPES,16.0,291,US_CUSTOMARY,85.6,17700,1160,1020,14.4,1160,226,146,3.68,65.1,false,34.8,34.875,15.9,15.875,0.96,0.9375,0.5,1.73,1.75,2.52,2.9375,1.6875,28.875,5.5,3,319000,131,904,214,573,4.34,33.1,114,130,85.5,101
AISC-W-W33X318,W,W33X318,W33X318,AISC-SHAPES,16.0,318,US_CUSTOMARY,93.7,19500,1270,1110,14.5,1290,250,161,3.71,84.4,false,35.2,35.125,16,16,1.04,1.0625,0.5625,1.89,1.875,2.68,3.1875,1.75,28.875,5.5,3,357000,133,1010,235,632,4.4,33.3,115,131,86.4,102
AISC-W-W33X354,W,W33X354,W33X354,AISC-SHAPES,16.0,354,US_CUSTOMARY,104,22000,1420,1240,14.5,1460,282,181,3.74,115,true,35.6,35.5,16.1,16.125,1.16,1.1875,0.625,2.09,2.0625,2.88,3.375,1.8125,28.875,5.5,3,408000,135,1130,262,707,4.44,33.5,116,132,87.3,103
AISC-W-W33X387,W,W33X387,W33X387,AISC-SHAPES,16.0,387,US_CUSTOMARY,114,24300,1560,1350,14.6,1620,312,200,3.77,148,true,36,36,16.2,16.25,1.26,1.25,0.625,2.28,2.25,3.07,3.5625,1.8125,28.875,5.5,3,459000,137,1260,287,778,4.49,33.7,117,133,88.2,104
AISC-W-W36X135,W,W36X135,W36X135,AISC-SHAPES,16.0,135,US_CUSTOMARY,39.9,7800,509,439,14,225,59.7,37.7,2.38,7,false,35.6,35.5,12,12,0.6,0.625,0.3125,0.79,0.8125,1.54,2.0625,1.5,31.5,5.5,,68100,104,245,77.9,251,2.99,34.8,105,117,83.2,95.2
AISC-W-W36X150,W,W36X150,W36X150,AISC-SHAPES,16.0,150,US_CUSTOMARY,44.3,9040,581,504,14.3,270,70.9,45.1,2.47,10.1,false,35.9,35.875,12,12,0.625,0.625,0.3125,0.94,0.9375,1.69,2.1875,1.5,31.5,5.5,,82200,105,294,93.1,287,3.06,35,105,117,83.8,95.8
AISC-W-W36X160,W,W36X160,W36X160,AISC-SHAPES,16.0,160,US_CUSTOMARY,47,9760,624,542,14.4,295,77.3,49.1,2.5,12.4,false,36,36,12,12,0.65,0.625,0.3125,1.02,1,1.77,2.25,1.5625,31.5,5.5,,90200,105,321,101,308,3.09,35,105,117,84,96
AISC-W-W36X170,W,W36X170,W36X170,AISC-SHAPES,16.0,170,US_CUSTOMARY,50,10500,668,581,14.5,320,83.8,53.2,2.53,15.1,false,36.2,36.125,12,12,0.68,0.6875,0.375,1.1,1.125,1.85,2.375,1.5625,31.5,5.5,,98500,105,349,109,330,3.11,35.1,106,118,84.4,96.4
AISC-W-W36X182,W,W36X182,W36X182,AISC-SHAPES,16.0,182,US_CUSTOMARY,53.6,11300,718,623,14.5,347,90.7,57.6,2.55,18.5,false,36.3,36.375,12.1,12.125,0.725,0.75,0.375,1.18,1.1875,1.93,2.375,1.5625,31.5,5.5,,107000,106,378,118,355,3.13,35.1,106,118,84.7,96.8
AISC-W-W36X194,W,W36X194,W36X194,AISC-SHAPES,16.0,194,US_CUSTOMARY,57,12100,767,664,14.6,375,97.7,61.9,2.56,22.2,false,36.5,36.5,12.1,12.125,0.765,0.75,0.375,1.26,1.25,2.01,2.5,1.5625,31.5,5.5,,116000,107,407,126,379,3.15,35.2,107,119,85.1,97.2
AISC-W-W36X210,W,W36X210,W36X210,AISC-SHAPES,16.0,210,US_CUSTOMARY,61.9,13200,833,719,14.6,411,107,67.5,2.58,28,false,36.7,36.75,12.2,12.125,0.83,0.8125,0.4375,1.36,1.375,2.11,2.625,1.625,31.5,5.5,,128000,108,446,136,412,3.18,35.3,107,119,85.6,97.8
AISC-W-W36X231,W,W36X231,W36X231,AISC-SHAPES,16.0,231,US_CUSTOMARY,68.2,15600,963,854,15.1,940,176,114,3.71,28.7,false,36.5,36.5,16.5,16.5,0.76,0.75,0.375,1.26,1.25,2.21,2.5625,1.5625,31.375,7.5,3,292000,145,756,175,476,4.4,35.2,120,136,89.5,106
AISC-W-W36X232,W,W36X232,W36X232,AISC-SHAPES,16.0,232,US_CUSTOMARY,68,15000,936,809,14.8,468,122,77.2,2.62,39.6,false,37.1,37.125,12.1,12.125,0.87,0.875,0.4375,1.57,1.5625,2.32,2.8125,1.625,31.5,5.5,,148000,108,512,157,464,3.21,35.5,108,120,86.3,98.4
AISC-W-W36X247,W,W36X247,W36X247,AISC-SHAPES,16.0,247,US_CUSTOMARY,72.5,16700,1030,913,15.2,1010,190,123,3.74,34.7,false,36.7,36.625,16.5,16.5,0.8,0.8125,0.4375,1.35,1.375,2.3,2.625,1.625,31.375,7.5,3,316000,146,812,187,509,4.42,35.4,120,136,89.9,106
AISC-W-W36X256,W,W36X256,W36X256,AISC-SHAPES,16.0,256,US_CUSTOMARY,75.3,16800,1040,895,14.9,528,137,86.5,2.65,52.9,false,37.4,37.375,12.2,12.25,0.96,0.9375,0.5,1.73,1.75,2.48,2.9375,1.6875,31.5,5.5,,168000,109,576,174,516,3.24,35.7,108,120,87,99.2
AISC-W-W36X262,W,W36X262,W36X262,AISC-SHAPES,16.0,262,US_CUSTOMARY,77.2,17900,1100,972,15.3,1090,204,132,3.76,41.6,false,36.9,36.875,16.6,16.5,0.84,0.8125,0.4375,1.44,1.4375,2.39,2.75,1.625,31.375,7.5,3,342000,147,873,200,543,4.46,35.5,120,137,90.4,107
AISC-W-W36X282,W,W36X282,W36X282,AISC-SHAPES,16.0,282,US_CUSTOMARY,82.9,19600,1190,1050,15.4,1200,223,144,3.8,52.7,false,37.1,37.125,16.6,16.625,0.885,0.875,0.4375,1.57,1.5625,2.52,2.875,1.625,31.375,7.5,3,378000,147,960,219,591,4.5,35.5,120,137,90.8,107
AISC-W-W36X286,W,W36X286,W36X286,AISC-SHAPES,16.0,286,US_CUSTOMARY,83.9,18900,1160,1000,15,602,156,97.9,2.68,72.8,false,37.8,37.75,12.3,12.25,1.06,1.0625,0.5625,1.93,1.9375,2.68,3.125,1.75,31.5,5.5,,194000,110,655,195,578,3.29,35.9,109,121,87.9,100
AISC-W-W36X302,W,W36X302,W36X302,AISC-SHAPES,16.0,302,US_CUSTOMARY,89,21100,1280,1130,15.4,1300,241,156,3.82,64.3,false,37.3,37.375,16.7,16.625,0.945,0.9375,0.5,1.68,1.6875,2.63,3,1.6875,31.375,7.5,3,412000,148,1040,235,635,4.53,35.6,121,138,91.3,108
AISC-W-W36X318,W,W36X318,W36X318,AISC-SHAPES,16.0,318,US_CUSTOMARY,93.4,21200,1300,1110,15.1,682,176,110,2.7,98.3,true,38.2,38.25,12.4,12.375,1.18,1.1875,0.625,2.13,2.125,2.88,3.375,1.8125,31.5,5.5,,222000,112,738,216,646,3.33,36.1,110,122,88.8,101
AISC-W-W36X330,W,W36X330,W36X330,AISC-SHAPES,16.0,330,US_CUSTOMARY,96.9,23300,1410,1240,15.5,1420,265,171,3.83,84.3,false,37.7,37.625,16.6,16.625,1.02,1,0.5,1.85,1.875,2.8,3.125,1.75,31.375,7.5,3,456000,149,1150,259,698,4.53,35.9,121,138,92,109
AISC-W-W36X350,W,W36X350,W36X350,AISC-SHAPES,16.0,350,US_CUSTOMARY,103,23600,1440,1220,15.1,780,199,124,2.75,129,true,38.6,38.625,12.6,12.625,1.3,1.3125,0.6875,2.32,2.3125,3.07,3.5625,1.875,31.5,5.5,,257000,114,835,238,718,3.41,36.3,111,124,89.8,102
AISC-W-W36X361,W,W36X361,W36X361,AISC-SHAPES,16.0,361,US_CUSTOMARY,106,25700,1550,1350,15.6,1570,293,188,3.85,109,true,38,38,16.7,16.75,1.12,1.125,0.5625,2.01,2,2.96,3.3125,1.75,31.375,7.5,3,509000,150,1270,282,767,4.58,36,122,139,92.7,109
AISC-W-W36X387,W,W36X387,W36X387,AISC-SHAPES,16.0,387,US_CUSTOMARY,114,26500,1610,1360,15.2,882,224,139,2.78,172,true,39.1,39.125,12.7,12.75,1.42,1.4375,0.75,2.56,2.5625,3.31,3.8125,1.9375,31.5,5.5,,294000,116,943,264,799,3.44,36.5,112,125,90.9,104
AISC-W-W36X395,W,W36X395,W36X395,AISC-SHAPES,16.0,395,US_CUSTOMARY,116,28500,1710,1490,15.7,1750,325,208,3.88,142,true,38.4,38.375,16.8,16.875,1.22,1.25,0.625,2.2,2.1875,3.15,3.4375,1.8125,31.375,7.5,3,575000,152,1410,311,847,4.61,36.2,123,140,93.6,110
AISC-W-W36X441,W,W36X441,W36X441,AISC-SHAPES,16.0,441,US_CUSTOMARY,130,32100,1910,1650,15.7,1990,368,235,3.92,194,true,38.9,38.875,17,17,1.36,1.375,0.6875,2.44,2.4375,3.39,3.75,1.875,31.375,7.5,3,661000,154,1600,347,950,4.69,36.5,124,141,94.8,112
AISC-W-W36X487,W,W36X487,W36X487,AISC-SHAPES,16.0,487,US_CUSTOMARY,143,36000,2130,1830,15.8,2250,412,263,3.96,258,true,39.3,39.375,17.1,17.125,1.5,1.5,0.75,2.68,2.6875,3.63,4,1.875,31.375,7.5,3,754000,157,1800,383,1060,4.74,36.6,125,142,95.7,113
AISC-W-W36X529,W,W36X529,W36X529,AISC-SHAPES,16.0,529,US_CUSTOMARY,156,39600,2330,1990,16,2490,454,289,4,327,true,39.8,39.75,17.2,17.25,1.61,1.625,0.8125,2.91,2.9375,3.86,4.1875,2,31.375,7.5,3,846000,159,1990,419,1160,4.8,36.9,127,144,96.8,114
AISC-W-W36X652,W,W36X652,W36X652,AISC-SHAPES,16.0,652,US_CUSTOMARY,192,50600,2910,2460,16.2,3230,581,367,4.1,593,true,41.1,41,17.6,17.625,1.97,2,1,3.54,3.5625,4.49,4.8125,2.1875,31.375,7.5,3,1130000,165,2560,518,1450,4.96,37.6,129,147,99.8,117
AISC-W-W36X723,W,W36X723,W36X723,AISC-SHAPES,16.0,723,US_CUSTOMARY,213,57300,3270,2740,16.4,3700,658,416,4.17,785,true,41.8,41.75,17.8,17.75,2.17,2.1875,1.125,3.9,3.875,4.65,4.6875,1.875,32.375,7.5,3,1330000,169,2930,578,1630,5.06,37.9,131,149,101,119
AISC-W-W36X802,W,W36X802,W36X802,AISC-SHAPES,16.0,802,US_CUSTOMARY,236,64800,3660,3040,16.6,4210,744,468,4.22,1050,true,42.6,42.625,18,18,2.38,2.375,1.1875,4.29,4.3125,5.04,5.125,2,32.375,7.5,3,1540000,172,3330,642,1820,5.15,38.3,133,151,103,121
AISC-W-W36X853,W,W36X853,W36X853,AISC-SHAPES,16.0,853,US_CUSTOMARY,251,70000,3920,3250,16.7,4600,805,505,4.28,1240,true,43.1,43.125,18.2,18.25,2.52,2.5,1.25,4.53,4.5,5.28,5.375,2.0625,32.375,7.5,3,1710000,175,3620,685,1950,5.22,38.6,135,153,104,122
AISC-W-W36X925,W,W36X925,W36X925,AISC-SHAPES,16.0,925,US_CUSTOMARY,272,73000,4130,3390,16.4,4940,862,531,4.26,1430,true,43.1,43.125,18.6,18.625,3.02,3,1.5,4.53,4.5,5.28,5.375,2.3125,32.375,7.5,3,1840000,179,3780,681,2060,5.3,38.6,134,153,105,124
AISC-W-W40X149,W,W40X149,W40X149,AISC-SHAPES,16.0,149,US_CUSTOMARY,43.8,9800,598,513,15,229,62.2,38.8,2.29,9.36,false,38.2,38.25,11.8,11.75,0.63,0.625,0.3125,0.83,0.8125,2.01,2.125,1.5,34,7.5,,80000,110,270,86.7,288,2.89,37.4,108,120,88.2,100
AISC-W-W40X167,W,W40X167,W40X167,AISC-SHAPES,16.0,167,US_CUSTOMARY,49.3,11600,693,600,15.3,283,76,47.9,2.4,14,false,38.6,38.625,11.8,11.75,0.65,0.625,0.3125,1.03,1,2.21,2.3125,1.5625,34,7.5,,99700,111,336,107,336,2.98,37.6,109,121,89,101
AISC-W-W40X183,W,W40X183,W40X183,AISC-SHAPES,16.0,183,US_CUSTOMARY,53.3,13200,774,675,15.7,331,88.3,56,2.49,19.3,false,39,39,11.8,11.75,0.65,0.625,0.3125,1.2,1.1875,2.38,2.5,1.5625,34,7.5,,118000,112,395,126,376,3.04,37.8,110,122,89.8,102
AISC-W-W40X199,W,W40X199,W40X199,AISC-SHAPES,16.0,199,US_CUSTOMARY,58.8,14900,869,770,16,695,137,88.2,3.45,18.3,false,38.7,38.625,15.8,15.75,0.65,0.625,0.3125,1.07,1.0625,2.25,2.3125,1.5625,34,7.5,3,246000,149,628,153,427,4.12,37.6,121,137,93.2,109
AISC-W-W40X211,W,W40X211,W40X211,AISC-SHAPES,16.0,211,US_CUSTOMARY,62.1,15500,906,786,15.8,390,105,66.1,2.51,30.4,false,39.4,39.375,11.8,11.75,0.75,0.75,0.375,1.42,1.4375,2.6,2.6875,1.5625,34,7.5,,141000,112,468,148,442,3.07,38,110,122,90.6,102
AISC-W-W40X215,W,W40X215,W40X215,AISC-SHAPES,16.0,215,US_CUSTOMARY,63.5,16700,964,859,16.2,803,156,101,3.54,24.8,false,39,39,15.8,15.75,0.65,0.625,0.3125,1.22,1.25,2.4,2.5,1.5625,34,7.5,3,284000,149,719,175,473,4.19,37.8,122,138,93.8,110
AISC-W-W40X235,W,W40X235,W40X235,AISC-SHAPES,16.0,235,US_CUSTOMARY,69.1,17400,1010,875,15.9,444,118,74.6,2.54,41.3,false,39.7,39.75,11.9,11.875,0.83,0.8125,0.4375,1.58,1.5625,2.76,2.875,1.625,34,7.5,,161000,113,530,166,495,3.11,38.1,111,123,91.3,103
AISC-W-W40X249,W,W40X249,W40X249,AISC-SHAPES,16.0,249,US_CUSTOMARY,73.5,19600,1120,993,16.3,926,182,118,3.55,38.1,false,39.4,39.375,15.8,15.75,0.75,0.75,0.375,1.42,1.4375,2.6,2.6875,1.5625,34,7.5,3,334000,150,841,203,551,4.21,38,122,138,94.6,110
AISC-W-W40X264,W,W40X264,W40X264,AISC-SHAPES,16.0,264,US_CUSTOMARY,77.4,19400,1130,971,15.8,493,132,82.6,2.52,56.1,false,40,40,11.9,11.875,0.96,0.9375,0.5,1.73,1.75,2.91,3,1.6875,34,7.5,,181000,114,589,182,555,3.12,38.3,112,124,91.9,104
AISC-W-W40X277,W,W40X277,W40X277,AISC-SHAPES,16.0,277,US_CUSTOMARY,81.5,21900,1250,1100,16.4,1040,204,132,3.58,51.5,false,39.7,39.75,15.8,15.875,0.83,0.8125,0.4375,1.58,1.5625,2.76,2.875,1.625,34,7.5,3,379000,151,940,225,614,4.25,38.1,123,139,95.2,111
AISC-W-W40X278,W,W40X278,W40X278,AISC-SHAPES,16.0,278,US_CUSTOMARY,82.3,20500,1190,1020,15.8,521,140,87.1,2.52,65,false,40.2,40.125,12,12,1.03,1,0.5,1.81,1.8125,2.99,3.0625,1.75,34,7.5,,192000,115,622,190,587,3.13,38.4,112,124,92.4,104
AISC-W-W40X294,W,W40X294,W40X294,AISC-SHAPES,16.0,294,US_CUSTOMARY,86.2,21900,1270,1080,15.9,562,150,93.5,2.55,76.6,false,40.4,40.375,12,12,1.06,1.0625,0.5625,1.93,1.9375,3.11,3.1875,1.75,34,7.5,,208000,115,668,203,622,3.16,38.5,113,125,92.8,105
AISC-W-W40X297,W,W40X297,W40X297,AISC-SHAPES,16.0,297,US_CUSTOMARY,87.3,23200,1330,1170,16.3,1090,215,138,3.54,61.2,false,39.8,39.875,15.8,15.875,0.93,0.9375,0.5,1.65,1.625,2.83,2.9375,1.6875,34,7.5,3,399000,151,982,234,652,4.22,38.2,123,139,95.4,111
AISC-W-W40X324,W,W40X324,W40X324,AISC-SHAPES,16.0,324,US_CUSTOMARY,95.3,25600,1460,1280,16.4,1220,239,153,3.58,79.4,false,40.2,40.125,15.9,15.875,1,1,0.5,1.81,1.8125,2.99,3.0625,1.6875,34,7.5,3,448000,153,1100,259,720,4.27,38.4,124,140,96.3,112
AISC-W-W40X327,W,W40X327,W40X327,AISC-SHAPES,16.0,327,US_CUSTOMARY,95.9,24500,1410,1200,16,640,170,105,2.58,103,true,40.8,40.75,12.1,12.125,1.18,1.1875,0.625,2.13,2.125,3.31,3.375,1.8125,34,7.5,,239000,117,754,225,695,3.21,38.7,114,126,93.7,106
AISC-W-W40X331,W,W40X331,W40X331,AISC-SHAPES,16.0,331,US_CUSTOMARY,97.7,24700,1430,1210,15.9,644,172,106,2.57,105,true,40.8,40.75,12.2,12.125,1.22,1.25,0.625,2.13,2.125,3.31,3.375,1.8125,34,7.5,,241000,118,766,226,706,3.21,38.7,114,126,93.8,106
AISC-W-W40X362,W,W40X362,W40X362,AISC-SHAPES,16.0,362,US_CUSTOMARY,106,28900,1640,1420,16.5,1380,270,173,3.6,109,true,40.6,40.5,16,16,1.12,1.125,0.5625,2.01,2,3.19,3.25,1.75,34,7.5,3,513000,154,1240,289,808,4.33,38.6,125,141,97.2,113
AISC-W-W40X372,W,W40X372,W40X372,AISC-SHAPES,16.0,372,US_CUSTOMARY,110,29600,1680,1460,16.5,1420,277,177,3.6,116,true,40.6,40.625,16.1,16.125,1.16,1.1875,0.625,2.05,2.0625,3.23,3.3125,1.8125,34,7.5,3,528000,155,1280,295,829,4.33,38.6,125,141,97.3,113
AISC-W-W40X392,W,W40X392,W40X392,AISC-SHAPES,16.0,392,US_CUSTOMARY,116,29900,1710,1440,16.1,803,212,130,2.64,172,true,41.6,41.625,12.4,12.375,1.42,1.4375,0.75,2.52,2.5,3.7,3.8125,1.9375,34,7.5,,306000,121,946,270,848,3.3,39.1,116,128,95.6,108
