sectionId,family,ediDesignation,manualLabel,sourceId,sourceRevision,weightPerLength,nativeUnitSystem,A,Ix,Zx,Sx,rx,Iy,Zy,Sy,ry,J,Ht,B,h,b,tnom,tdes,C
AISC-HSS-RECT-HSS9X7X_313,HSS-RECT,HSS9X7X.313,HSS9X7X5/16,AISC-SHAPES,16.0,31.84,US_CUSTOMARY,8.76,102,27.1,22.6,3.41,69.2,22.8,19.8,2.81,131,9,7,8.13,6.13,0.3125,0.291,33.9
AISC-HSS-RECT-HSS9X7X_375,HSS-RECT,HSS9X7X.375,HSS9X7X3/8,AISC-SHAPES,16.0,37.69,US_CUSTOMARY,10.4,119,31.8,26.4,3.38,80.4,26.7,23,2.78,154,9,7,7.95,5.95,0.375,0.349,40
AISC-HSS-RECT-HSS9X7X_500,HSS-RECT,HSS9X7X.500,HSS9X7X1/2,AISC-SHAPES,16.0,48.85,US_CUSTOMARY,13.5,149,40.5,33,3.32,100,34,28.7,2.73,197,9,7,7.6,5.6,0.5,0.465,51.5
AISC-HSS-RECT-HSS9X7X_625,HSS-RECT,HSS9X7X.625,HSS9X7X5/8,AISC-SHAPES,16.0,59.32,US_CUSTOMARY,16.4,174,48.3,38.7,3.26,117,40.5,33.5,2.68,235,9,7,7.26,5.26,0.625,0.581,62
AISC-HSS-RECT-HSS9X9X_125,HSS-RECT,HSS9X9X.125,HSS9X9X1/8,AISC-SHAPES,16.0,14.96,US_CUSTOMARY,4.09,53.5,13.6,11.9,3.62,53.5,13.6,11.9,3.62,82,9,9,8.65,8.65,0.125,0.116,18.3
AISC-HSS-RECT-HSS9X9X_188,HSS-RECT,HSS9X9X.188,HSS9X9X3/16,AISC-SHAPES,16.0,22.18,US_CUSTOMARY,6.06,78.2,20,17.4,3.59,78.2,20,17.4,3.59,121,9,9,8.48,8.48,0.1875,0.174,27.1
AISC-HSS-RECT-HSS9X9X_250,HSS-RECT,HSS9X9X.250,HSS9X9X1/4,AISC-SHAPES,16.0,29.23,US_CUSTOMARY,8.03,102,26.2,22.7,3.56,102,26.2,22.7,3.56,159,9,9,8.3,8.3,0.25,0.233,35.8
AISC-HSS-RECT-HSS9X9X_313,HSS-RECT,HSS9X9X.313,HSS9X9X5/16,AISC-SHAPES,16.0,36.1,US_CUSTOMARY,9.92,124,32.1,27.6,3.54,124,32.1,27.6,3.54,196,9,9,8.13,8.13,0.3125,0.291,44
AISC-HSS-RECT-HSS9X9X_375,HSS-RECT,HSS9X9X.375,HSS9X9X3/8,AISC-SHAPES,16.0,42.79,US_CUSTOMARY,11.8,145,37.8,32.2,3.51,145,37.8,32.2,3.51,231,9,9,7.95,7.95,0.375,0.349,52.1
AISC-HSS-RECT-HSS9X9X_500,HSS-RECT,HSS9X9X.500,HSS9X9X1/2,AISC-SHAPES,16.0,55.66,US_CUSTOMARY,15.3,183,48.4,40.6,3.45,183,48.4,40.6,3.45,296,9,9,7.6,7.6,0.5,0.465,67.4
AISC-HSS-RECT-HSS9X9X_625,HSS-RECT,HSS9X9X.625,HSS9X9X5/8,AISC-SHAPES,16.0,67.82,US_CUSTOMARY,18.7,216,58.1,47.9,3.4,216,58.1,47.9,3.4,356,9,9,7.26,7.26,0.625,0.581,81.6
